trade_date,trade_time,open,high,low,close,volume,prev_daily_high,prev_daily_low,rsi,distance_to_low_pct,distance_to_high_pct,signal,forward_1,forward_3,forward_6
2025-06-30,13:00:00,22662.77,22690.14,22576.14,22608.89,9817,22602.79,22381.11,81.99086610354453,1.0177332580913048,0.02698781876042092,BEARISH,-0.016630626271340165,0.404708059528796,-0.04312462929405203
2025-07-01,01:00:00,22647.64,22703.27,22635.14,22700.39,6190,22716.6,22540.39,81.00485373212678,0.7098368750496331,-0.07135750948645099,BEARISH,-0.30836474615634357,-0.4460275792618541,-0.9707762730067588
2025-09-15,05:00:00,24094.79,24124.59,24089.09,24120.59,4381,24137.69,23949.39,81.80622533976279,0.7148407537728549,-0.07084356456644586,BEARISH,-0.18366051576681697,0.6185586670972838,0.8984025680963887
2025-09-19,17:00:00,24545.79,24589.99,24465.79,24571.99,13250,24567.79,24248.49,80.47684189954997,1.3341036905803205,0.017095554789424396,BEARISH,0.15749640139035173,0.08139348909062717,0.6869610479248903
2025-09-23,05:00:00,24752.49,24772.39,24735.39,24754.29,4568,24778.79,24499.09,81.2048192771086,1.0416713437111367,-0.09887488452825985,BEARISH,0.06463526120118977,-0.6528161381320255,-0.5388964902649256
2025-09-23,09:00:00,24754.49,24783.39,24737.99,24770.29,6790,24778.79,24499.09,81.74079591402433,1.1069798919061922,-0.03430353136694729,BEARISH,-0.295111603457215,-0.7101249117390287,-0.4230874971588919
2025-10-03,01:00:00,24893.49,24951.49,24863.39,24950.59,5589,24964.39,24778.79,80.47168394171551,0.6933349045695907,-0.0552787390358798,BEARISH,0.042483965309030945,-0.21201903441963277,-0.31702657131554224
2025-10-03,09:00:00,24961.39,24982.89,24945.69,24982.19,6492,24964.39,24778.79,83.99119091987123,0.820863327063177,0.07130156194483131,BEARISH,-0.33824096286194283,-0.8277897173946691,-0.20934914032756644
2025-10-29,01:00:00,26033.99,26079.99,26022.79,26073.29,6013,26085.99,25799.09,90.8439587128114,1.0628281850251335,-0.04868513711766633,BEARISH,0.17143981446146891,0.39350615131423206,0.32485351867754597
2025-10-29,09:00:00,26118.39,26167.49,26084.19,26095.19,7880,26085.99,25799.09,90.2754269887674,1.1477149000216618,0.03526797334506794,BEARISH,0.3092523947900005,-0.03640517658618313,-0.10959874214366151
2025-10-29,17:00:00,26176.69,26183.59,26063.39,26108.89,14036,26085.99,25799.09,80.7737743650324,1.2008175482158452,0.08778658582632982,BEARISH,-0.08885862248452818,0.12141458330859997,-0.6924844372931951
2025-11-12,05:00:00,25621.59,25670.69,25590.29,25667.09,7768,25667.49,25379.29,82.60664624086718,1.1339954742626734,-0.0015583915684839274,BEARISH,0.09973861470076485,-0.6140158467516128,-0.2170094077669137
2025-11-28,01:00:00,25255.59,25305.99,25244.69,25287.19,4119,25276.69,25223.59,89.22627737226199,0.2521449167227922,0.041540249138633266,BEARISH,-0.013841000126941746,0.0858142007870417,-0.2756336310993712
2025-11-28,05:00:00,25287.19,25287.19,25283.69,25283.69,9,25276.69,25223.59,83.92931392931294,0.2382690172176068,0.027693499425755507,BEARISH,0.0,0.554903180667074,-0.08424403241773362
2025-11-28,09:00:00,25283.69,25283.69,25283.69,25283.69,52,25276.69,25223.59,82.51526803890425,0.2382690172176068,0.027693499425755507,BEARISH,0.09966899609986014,-0.2056661824282769,0.1071837219962837
2025-12-26,17:00:00,25650.56,25680.11,25603.86,25661.86,12803,25659.86,25546.29,84.67778009721819,0.45239445727735694,0.007794274793393261,BEARISH,-0.12302303886000356,-0.2516185498634928,-0.7248110620196665
2026-02-13,09:00:00,24627.04,24721.31,24588.69,24642.06,15036,25337.06,24639.61,18.60278344305783,0.009943339200582832,-2.743017540314464,BULLISH,-0.1247866452723514,0.20282395221827867,0.6488093933705111
2026-04-09,21:00:00,25055.49,25096.69,24975.69,25063.89,13937,25086.39,24202.19,86.75439756645949,3.560421598210744,-0.08969006700445939,BEARISH,0.22103512264058556,0.11969410973316592,0.35828436846794043
2026-04-10,01:00:00,25064.69,25132.69,25028.39,25119.29,10148,25096.69,24780.69,86.29865243860732,1.366386488834662,0.09005171598327183,BEARISH,-0.08877639455573494,0.14172375094996134,-0.7997837518496799
2026-04-10,05:00:00,25119.79,25136.39,25089.19,25096.99,8624,25096.69,24780.69,83.0063363615544,1.276397065618443,0.0011953767608513727,BEARISH,-0.012352078874806034,0.04064232403964415,-0.7263819286695452
2026-04-15,09:00:00,25815.79,25874.79,25804.99,25815.09,10858,25836.29,25398.99,93.13961320119287,1.6382541195535667,-0.08205512478765616,BEARISH,0.3482459290283375,1.4619356353202777,1.8496933382761789
2026-05-07,13:00:00,28608.32,28679.73,28572.31,28659.45,16591,28677.75,28126.84,95.4891988715677,1.893600560887752,-0.06381253759447401,BEARISH,-0.2971794643651636,-0.07585630568626264,1.1279002213929437
2026-05-22,05:00:00,29442.74,29519.83,29422.97,29459.79,12416,29459.31,29020.73,81.18385902423059,1.512918524103292,0.0016293660645804787,BEARISH,-0.06625980701152465,0.4493922054434177,1.4554075232715453
