trade_date,trade_time,open,high,low,close,volume,prev_20_high,prev_20_low,signal,forward_1,forward_3,forward_6
2005-07-12,20:00:00,1.776,1.7791,1.7752,1.7783,2244,1.7768,1.731,BULLISH_20_BAR_BREAKOUT,-0.24180397008378623,-0.8041387842321307,-0.7760220435247166
2005-07-18,08:00:00,1.7545,1.7561,1.746,1.7472,2630,1.7793,1.7501,BEARISH_20_BAR_BREAKOUT,-0.017170329670340486,0.09157509157508148,-0.35485347985347887
2005-07-19,04:00:00,1.7471,1.7489,1.7432,1.7441,1861,1.7652,1.7453,BEARISH_20_BAR_BREAKOUT,-0.17774210194368903,-0.32108250673700184,-0.36121782007912234
2005-07-19,08:00:00,1.7438,1.7447,1.7376,1.741,2756,1.7652,1.7432,BEARISH_20_BAR_BREAKOUT,-0.10913268236645679,-0.040206777713965816,-0.4307869040781196
2005-07-20,08:00:00,1.7378,1.743,1.7327,1.7335,2938,1.764,1.734,BEARISH_20_BAR_BREAKOUT,0.13267955004326326,0.24228439573117863,0.8364580328814512
2005-07-20,16:00:00,1.7358,1.7383,1.7271,1.7293,3038,1.764,1.7322,BEARISH_20_BAR_BREAKOUT,0.48574567744173724,0.9078818018851585,1.3820621060544749
2005-07-28,12:00:00,1.7438,1.7531,1.7421,1.7519,2442,1.7478,1.7331,BULLISH_20_BAR_BREAKOUT,0.3481933900336774,0.21690735772589906,0.3539014783948846
2005-07-28,16:00:00,1.7518,1.7599,1.7489,1.758,2401,1.7531,1.7331,BULLISH_20_BAR_BREAKOUT,-0.11945392491467524,-0.2104664391353832,0.034129692832760745
2005-08-01,04:00:00,1.7567,1.764,1.7558,1.7627,2228,1.7615,1.7334,BULLISH_20_BAR_BREAKOUT,0.21557837408521163,0.4595223237079478,0.4765416690304626
2005-08-01,08:00:00,1.7625,1.7685,1.7597,1.7665,2320,1.764,1.7334,BULLISH_20_BAR_BREAKOUT,0.17548825360883683,0.09623549391452221,0.3622983300311328
